variant,task,model,seed,peft,peft_type,type,metric_key,metric_value,trainable_params_count,train_time,avg_memory_allocated_mb,max_memory_allocated_mb,avg_memory_reserved_mb,max_memory_reserved_mb,train_samples_per_second,train_steps_per_second,total_flos,rank,lora_alpha,lora_dropout,lora_ranks,model_family,file
kd-lora,cola,deberta,42,rslora,rslora,1,eval_matthews_correlation,0.5098797696558923,0.148994,13.35,588.122112,588.122112,2644.508672,2644.508672,1921.569,15.056,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,adalora,adalora,1,matched_accuracy,0.8359653591441671,0.223635,732.1332,589.342208,589.342208,2650.800128,2650.800128,1609.142,12.571,3.921979558487654e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,dora,dora,1,matched_accuracy,0.8517575140091697,0.158979,764.4721,588.284928,588.284928,2845.835264,2845.835264,1541.071,12.04,3.916128524540314e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,lora,lora,1,matched_accuracy,0.8529801324503311,0.149763,681.2439,588.0064,588.0064,2644.508672,2644.508672,1729.345,13.511,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,mrlora,mrlora,1,matched_accuracy,0.8745797249108508,0.278835,986.5654,590.2208,590.2208,3334.47168,3334.47168,1194.149,9.329,3.926973102214349e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,olora,olora,1,matched_accuracy,0.8553234844625573,0.149763,700.7227,588.137472,588.137472,2644.508672,2644.508672,1681.273,13.135,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,123,rslora,rslora,1,matched_accuracy,0.8589913397860418,0.149763,704.5304,588.137472,588.137472,2644.508672,2644.508672,1672.186,13.064,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_123/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,2024,adalora,adalora,1,matched_accuracy,0.8465613856342333,0.223635,654.101,589.342208,589.342208,2650.800128,2650.800128,1801.107,14.071,3.921979558487654e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,2024,dora,dora,1,matched_accuracy,0.8549159449821702,0.158979,723.6548,588.284928,588.284928,2843.7381120000005,2843.738112,1627.994,12.719,3.916128524540314e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,2024,lora,lora,1,matched_accuracy,0.8541008660213958,0.149763,607.6102,588.0064,588.0064,2644.508672,2644.508672,1938.917,15.148,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
